pgmid,vehicle_count,pepkspeed,timestamp,location,created_at
PMG00802,5,50.74,08:08:24.661,"32.8945,-96.57679",2025-10-27T08:08:24.662169Z
PMG06023,4,46.09,08:08:25.389,"32.8945,-96.57679",2025-10-27T08:08:25.390297Z
PMG06023,1,43.1,08:08:26.107,"32.8945,-96.57679",2025-10-27T08:08:26.108231Z
PMG06348,2,27.24,08:08:26.849,"32.8945,-96.57679",2025-10-27T08:08:26.850151Z
PMG06348,2,44.33,08:08:27.565,"32.8945,-96.57679",2025-10-27T08:08:27.566561Z
PMG00271,3,38.82,08:08:28.275,"32.8945,-96.57679",2025-10-27T08:08:28.276650Z
PMG00271,5,31.48,08:08:28.999,"32.8945,-96.57679",2025-10-27T08:08:29.000208Z
PMG00271,4,40.92,08:08:29.743,"32.8945,-96.57679",2025-10-27T08:08:29.744420Z
PMG09627,4,34.41,08:08:30.462,"32.8945,-96.57679",2025-10-27T08:08:30.463358Z
PMG09627,5,35.65,08:08:31.187,"32.8945,-96.57679",2025-10-27T08:08:31.188264Z
PMG01414,5,40.93,08:08:31.905,"32.8945,-96.57679",2025-10-27T08:08:31.906207Z
PMG01414,5,40.79,08:08:32.618,"32.8945,-96.57679",2025-10-27T08:08:32.618606Z
PMG01414,2,34.5,08:08:33.331,"32.8945,-96.57679",2025-10-27T08:08:33.332918Z
PMG01414,1,34.05,08:08:34.060,"32.8945,-96.57679",2025-10-27T08:08:34.061523Z
PMG01414,3,37.43,08:08:34.784,"32.8945,-96.57679",2025-10-27T08:08:34.785526Z
PMG05493,1,32.73,08:08:35.562,"32.8945,-96.57679",2025-10-27T08:08:35.563462Z
PMG05493,1,49.67,08:08:36.267,"32.8945,-96.57679",2025-10-27T08:08:36.269324Z
PMG07207,3,38.92,08:08:37.026,"32.8945,-96.57679",2025-10-27T08:08:37.028568Z
PMG07207,4,29.87,08:08:37.752,"32.8945,-96.57679",2025-10-27T08:08:37.752808Z
PMG07207,4,38.19,08:08:38.469,"32.8945,-96.57679",2025-10-27T08:08:38.469934Z
PMG07492,3,46.48,08:08:39.202,"32.8945,-96.57679",2025-10-27T08:08:39.203976Z
PMG07492,4,38.7,08:08:39.919,"32.8945,-96.57679",2025-10-27T08:08:39.919730Z
PMG07492,5,25.51,08:08:40.701,"32.8945,-96.57679",2025-10-27T08:08:40.701978Z
PMG07303,3,36.81,08:08:41.452,"32.8945,-96.57679",2025-10-27T08:08:41.454136Z
PMG07303,1,32.18,08:08:45.479,"32.8945,-96.57679",2025-10-27T08:08:45.479830Z
PMG07303,1,46.95,08:08:46.264,"32.8945,-96.57679",2025-10-27T08:08:46.265628Z
PMG07303,5,41.49,08:08:46.983,"32.8945,-96.57679",2025-10-27T08:08:46.984786Z
PMG09601,1,44.22,08:08:47.710,"32.8945,-96.57679",2025-10-27T08:08:47.710890Z
PMG09601,5,37.85,08:08:48.444,"32.8945,-96.57679",2025-10-27T08:08:48.445258Z
PMG09601,1,33.28,08:08:49.187,"32.8945,-96.57679",2025-10-27T08:08:49.187938Z
PMG09601,2,40.56,08:08:49.902,"32.8945,-96.57679",2025-10-27T08:08:49.903177Z
PMG09601,1,47.16,08:08:50.617,"32.8945,-96.57679",2025-10-27T08:08:50.618415Z
PMG04827,3,32.92,08:08:51.333,"32.8945,-96.57679",2025-10-27T08:08:51.335045Z
PMG04827,5,45.0,08:08:52.067,"32.8945,-96.57679",2025-10-27T08:08:52.068307Z
PMG04827,5,38.99,08:08:52.805,"32.8945,-96.57679",2025-10-27T08:08:52.806364Z
PMG04827,2,40.7,08:08:53.557,"32.8945,-96.57679",2025-10-27T08:08:53.558932Z
PMG04827,3,41.84,08:08:54.303,"32.8945,-96.57679",2025-10-27T08:08:54.304980Z
PMG03942,5,41.69,08:08:55.027,"32.8945,-96.57679",2025-10-27T08:08:55.028332Z
PMG03942,4,36.4,08:08:55.888,"32.8945,-96.57679",2025-10-27T08:08:55.889069Z
PMG03942,2,31.61,08:08:56.998,"32.8945,-96.57679",2025-10-27T08:08:56.998834Z
PMG03942,4,37.9,08:08:58.183,"32.8945,-96.57679",2025-10-27T08:08:58.184674Z
PMG03942,5,41.18,08:08:59.277,"32.8945,-96.57679",2025-10-27T08:08:59.278352Z
PMG08902,4,42.24,08:09:00.009,"32.8945,-96.57679",2025-10-27T08:09:00.010700Z
PMG08902,5,33.12,08:09:00.759,"32.8945,-96.57679",2025-10-27T08:09:00.759884Z
PMG08902,4,40.06,08:09:01.478,"32.8945,-96.57679",2025-10-27T08:09:01.479296Z
PMG08902,3,35.85,08:09:02.207,"32.8945,-96.57679",2025-10-27T08:09:02.208188Z
PMG08902,4,37.24,08:09:02.923,"32.8945,-96.57679",2025-10-27T08:09:02.924181Z
PMG09417,2,48.18,08:09:03.635,"32.8945,-96.57679",2025-10-27T08:09:03.636491Z
PMG09417,2,42.17,08:09:04.348,"32.8945,-96.57679",2025-10-27T08:09:04.349685Z
PMG09417,3,37.07,08:09:05.081,"32.8945,-96.57679",2025-10-27T08:09:05.081873Z
PMG09417,1,42.07,08:09:05.794,"32.8945,-96.57679",2025-10-27T08:09:05.795210Z
PMG01381,5,46.08,08:09:06.515,"32.8945,-96.57679",2025-10-27T08:09:06.516363Z
PMG01381,1,35.93,08:09:07.243,"32.8945,-96.57679",2025-10-27T08:09:07.244117Z
PMG09848,5,43.82,08:09:07.990,"32.8945,-96.57679",2025-10-27T08:09:07.991232Z
PMG09848,1,43.37,08:09:08.707,"32.8945,-96.57679",2025-10-27T08:09:08.708344Z
PMG09848,2,41.89,08:09:09.436,"32.8945,-96.57679",2025-10-27T08:09:09.437216Z
PMG09848,5,41.58,08:09:10.152,"32.8945,-96.57679",2025-10-27T08:09:10.152953Z
PMG09848,5,41.45,08:09:10.866,"32.8945,-96.57679",2025-10-27T08:09:10.867235Z
PMG04178,1,36.67,08:09:11.600,"32.8945,-96.57679",2025-10-27T08:09:11.601151Z
PMG04178,2,35.63,08:09:12.313,"32.8945,-96.57679",2025-10-27T08:09:12.313962Z
PMG04178,3,40.14,08:09:13.034,"32.8945,-96.57679",2025-10-27T08:09:13.034988Z
PMG09760,4,37.32,08:09:13.751,"32.8945,-96.57679",2025-10-27T08:09:13.752143Z
PMG09760,5,34.77,08:09:14.466,"32.8945,-96.57679",2025-10-27T08:09:14.467219Z
PMG07505,5,28.05,08:09:15.244,"32.8945,-96.57679",2025-10-27T08:09:15.245470Z
PMG07505,5,50.73,08:09:17.361,"32.8945,-96.57679",2025-10-27T08:09:17.362010Z
PMG07505,5,41.07,08:09:19.761,"32.8945,-96.57679",2025-10-27T08:09:19.762063Z
PMG07505,4,50.67,08:09:21.711,"32.8945,-96.57679",2025-10-27T08:09:21.712018Z
PMG07505,5,43.36,08:09:22.458,"32.8945,-96.57679",2025-10-27T08:09:22.458985Z
PMG08524,1,28.48,08:09:23.198,"32.8945,-96.57679",2025-10-27T08:09:23.199385Z
PMG08524,4,48.9,08:09:23.917,"32.8945,-96.57679",2025-10-27T08:09:23.917879Z
PMG08524,3,39.84,08:09:24.661,"32.8945,-96.57679",2025-10-27T08:09:24.662089Z
PMG04327,4,41.53,08:09:25.376,"32.8945,-96.57679",2025-10-27T08:09:25.377063Z
PMG04327,2,36.57,08:09:26.078,"32.8945,-96.57679",2025-10-27T08:09:26.079256Z
PMG04327,5,40.76,08:09:26.782,"32.8945,-96.57679",2025-10-27T08:09:26.783234Z
PMG09267,4,30.42,08:09:27.496,"32.8945,-96.57679",2025-10-27T08:09:27.497563Z
PMG09267,1,36.52,08:09:28.228,"32.8945,-96.57679",2025-10-27T08:09:28.229713Z
PMG09267,1,36.5,08:09:28.969,"32.8945,-96.57679",2025-10-27T08:09:28.970140Z
PMG09267,5,42.98,08:09:29.674,"32.8945,-96.57679",2025-10-27T08:09:29.675322Z
PMG04811,1,38.41,08:09:30.413,"32.8945,-96.57679",2025-10-27T08:09:30.413768Z
PMG04811,2,33.21,08:09:31.129,"32.8945,-96.57679",2025-10-27T08:09:31.130309Z
PMG05617,3,43.67,08:09:31.879,"32.8945,-96.57679",2025-10-27T08:09:31.879435Z
PMG05617,2,42.48,08:09:32.591,"32.8945,-96.57679",2025-10-27T08:09:32.592234Z
PMG09628,5,39.0,08:09:33.294,"32.8945,-96.57679",2025-10-27T08:09:33.295510Z
PMG09628,3,35.09,08:09:34.011,"32.8945,-96.57679",2025-10-27T08:09:34.012647Z
PMG09628,5,41.8,08:09:34.722,"32.8945,-96.57679",2025-10-27T08:09:34.723212Z
PMG09628,5,38.3,08:09:35.457,"32.8945,-96.57679",2025-10-27T08:09:35.459175Z
PMG06203,5,39.96,08:09:36.180,"32.8945,-96.57679",2025-10-27T08:09:36.181496Z
PMG06203,2,39.61,08:09:36.900,"32.8945,-96.57679",2025-10-27T08:09:36.901642Z
PMG06203,1,39.76,08:09:37.619,"32.8945,-96.57679",2025-10-27T08:09:37.620766Z
PMG06203,4,41.61,08:09:38.332,"32.8945,-96.57679",2025-10-27T08:09:38.333034Z
PMG10000,1,29.4,08:09:39.070,"32.8945,-96.57679",2025-10-27T08:09:39.070789Z
PMG10000,1,34.95,08:09:39.787,"32.8945,-96.57679",2025-10-27T08:09:39.788038Z
PMG10000,2,31.96,08:09:40.535,"32.8945,-96.57679",2025-10-27T08:09:40.536386Z
PMG06944,2,43.82,08:09:41.266,"32.8945,-96.57679",2025-10-27T08:09:41.268096Z
PMG06944,1,43.19,08:09:41.981,"32.8945,-96.57679",2025-10-27T08:09:41.982818Z
PMG06944,1,42.6,08:09:42.707,"32.8945,-96.57679",2025-10-27T08:09:42.708218Z
PMG07359,5,40.28,08:09:43.412,"32.8945,-96.57679",2025-10-27T08:09:43.413344Z
PMG07359,4,46.88,08:09:44.151,"32.8945,-96.57679",2025-10-27T08:09:44.152234Z
PMG01821,2,27.8,08:09:44.853,"32.8945,-96.57679",2025-10-27T08:09:44.854749Z
PMG01821,1,46.6,08:09:45.568,"32.8945,-96.57679",2025-10-27T08:09:45.569012Z
PMG01821,1,38.9,08:09:46.264,"32.8945,-96.57679",2025-10-27T08:09:46.265728Z
PMG01821,4,38.9,08:09:46.978,"32.8945,-96.57679",2025-10-27T08:09:46.978742Z
PMG01821,3,40.93,08:09:47.694,"32.8945,-96.57679",2025-10-27T08:09:47.695207Z
PMG04267,4,48.51,08:09:48.436,"32.8945,-96.57679",2025-10-27T08:09:48.437223Z
PMG04267,2,38.86,08:09:49.150,"32.8945,-96.57679",2025-10-27T08:09:49.151858Z
PMG04267,2,34.67,08:09:49.893,"32.8945,-96.57679",2025-10-27T08:09:49.894712Z
PMG04267,4,31.53,08:09:50.628,"32.8945,-96.57679",2025-10-27T08:09:50.629452Z
PMG00854,1,34.3,08:09:51.374,"32.8945,-96.57679",2025-10-27T08:09:51.375539Z
PMG00854,1,37.06,08:09:52.098,"32.8945,-96.57679",2025-10-27T08:09:52.099743Z
PMG00854,4,35.72,08:09:52.844,"32.8945,-96.57679",2025-10-27T08:09:52.845679Z
PMG00854,1,34.46,08:09:53.558,"32.8945,-96.57679",2025-10-27T08:09:53.559924Z
PMG00854,1,40.79,08:09:54.302,"32.8945,-96.57679",2025-10-27T08:09:54.303687Z
PMG00364,4,48.0,08:09:55.063,"32.8945,-96.57679",2025-10-27T08:09:55.064875Z
PMG00364,4,35.89,08:09:55.778,"32.8945,-96.57679",2025-10-27T08:09:55.779463Z
PMG05047,3,43.73,08:09:56.513,"32.8945,-96.57679",2025-10-27T08:09:56.514733Z
PMG05047,4,37.38,08:09:57.226,"32.8945,-96.57679",2025-10-27T08:09:57.227001Z
PMG05047,4,40.16,08:09:57.934,"32.8945,-96.57679",2025-10-27T08:09:57.934976Z
PMG05047,4,38.16,08:09:58.668,"32.8945,-96.57679",2025-10-27T08:09:58.669791Z
PMG05047,4,41.7,08:09:59.387,"32.8945,-96.57679",2025-10-27T08:09:59.388793Z
PMG03706,2,38.63,08:10:00.100,"32.8945,-96.57679",2025-10-27T08:10:00.102043Z
PMG03706,2,40.15,08:10:00.819,"32.8945,-96.57679",2025-10-27T08:10:00.820461Z
PMG03706,1,45.67,08:10:01.551,"32.8945,-96.57679",2025-10-27T08:10:01.552734Z
PMG03706,3,56.0,08:10:02.269,"32.8945,-96.57679",2025-10-27T08:10:02.270807Z
PMG01491,2,46.12,08:10:03.011,"32.8945,-96.57679",2025-10-27T08:10:03.012779Z
PMG01491,3,46.18,08:10:03.751,"32.8945,-96.57679",2025-10-27T08:10:03.752412Z
PMG01491,5,53.56,08:10:04.497,"32.8945,-96.57679",2025-10-27T08:10:04.497716Z
PMG01491,4,45.05,08:10:05.218,"32.8945,-96.57679",2025-10-27T08:10:05.219296Z
PMG07460,3,36.49,08:10:05.966,"32.8945,-96.57679",2025-10-27T08:10:05.966735Z
PMG07460,1,37.11,08:10:06.678,"32.8945,-96.57679",2025-10-27T08:10:06.679455Z
PMG03748,2,35.71,08:10:07.436,"32.8945,-96.57679",2025-10-27T08:10:07.437272Z
PMG03748,3,43.94,08:10:08.152,"32.8945,-96.57679",2025-10-27T08:10:08.153746Z
PMG03748,2,27.5,08:10:08.871,"32.8945,-96.57679",2025-10-27T08:10:08.872834Z
PMG03748,4,43.86,08:10:09.606,"32.8945,-96.57679",2025-10-27T08:10:09.607713Z
PMG05570,5,30.37,08:10:10.334,"32.8945,-96.57679",2025-10-27T08:10:10.335114Z
PMG05570,2,33.95,08:10:11.078,"32.8945,-96.57679",2025-10-27T08:10:11.078997Z
PMG05570,5,49.02,08:10:11.785,"32.8945,-96.57679",2025-10-27T08:10:11.786412Z
PMG05570,2,40.33,08:10:12.536,"32.8945,-96.57679",2025-10-27T08:10:12.537094Z
PMG05570,4,45.01,08:10:13.253,"32.8945,-96.57679",2025-10-27T08:10:13.254103Z
PMG02699,3,32.51,08:10:13.971,"32.8945,-96.57679",2025-10-27T08:10:13.972508Z
PMG02699,5,36.73,08:10:14.686,"32.8945,-96.57679",2025-10-27T08:10:14.686984Z
PMG02699,1,34.32,08:10:15.402,"32.8945,-96.57679",2025-10-27T08:10:15.403603Z
PMG02699,3,36.57,08:10:16.128,"32.8945,-96.57679",2025-10-27T08:10:16.129608Z
PMG02699,2,46.12,08:10:16.878,"32.8945,-96.57679",2025-10-27T08:10:16.879552Z
PMG09049,1,39.85,08:10:17.601,"32.8945,-96.57679",2025-10-27T08:10:17.602749Z
PMG09049,1,35.32,08:10:18.310,"32.8945,-96.57679",2025-10-27T08:10:18.311984Z
PMG09049,4,37.46,08:10:19.062,"32.8945,-96.57679",2025-10-27T08:10:19.063934Z
PMG09049,2,43.15,08:10:19.786,"32.8945,-96.57679",2025-10-27T08:10:19.787653Z
PMG00861,3,43.74,08:10:20.495,"32.8945,-96.57679",2025-10-27T08:10:20.496164Z
PMG00861,2,39.69,08:10:21.249,"32.8945,-96.57679",2025-10-27T08:10:21.250049Z
PMG07121,2,40.1,08:10:21.991,"32.8945,-96.57679",2025-10-27T08:10:21.992944Z
PMG07121,1,32.71,08:10:22.703,"32.8945,-96.57679",2025-10-27T08:10:22.703949Z
PMG07121,5,45.2,08:10:23.421,"32.8945,-96.57679",2025-10-27T08:10:23.422199Z
PMG07121,1,37.04,08:10:24.164,"32.8945,-96.57679",2025-10-27T08:10:24.166233Z
PMG09194,1,41.76,08:10:24.920,"32.8945,-96.57679",2025-10-27T08:10:24.921652Z
PMG09194,1,37.63,08:10:25.640,"32.8945,-96.57679",2025-10-27T08:10:25.640738Z
PMG09194,3,44.94,08:10:26.350,"32.8945,-96.57679",2025-10-27T08:10:26.351108Z
PMG09194,3,48.89,08:10:27.054,"32.8945,-96.57679",2025-10-27T08:10:27.055127Z
PMG09194,5,41.51,08:10:27.769,"32.8945,-96.57679",2025-10-27T08:10:27.769691Z
PMG08734,2,41.83,08:10:28.483,"32.8945,-96.57679",2025-10-27T08:10:28.483855Z
PMG08734,1,37.48,08:10:29.214,"32.8945,-96.57679",2025-10-27T08:10:29.214660Z
PMG08734,3,49.59,08:10:29.949,"32.8945,-96.57679",2025-10-27T08:10:29.949834Z
PMG02503,4,37.7,08:10:30.675,"32.8945,-96.57679",2025-10-27T08:10:30.676396Z
PMG02503,3,30.98,08:10:31.413,"32.8945,-96.57679",2025-10-27T08:10:31.414927Z
PMG02503,4,40.46,08:10:32.125,"32.8945,-96.57679",2025-10-27T08:10:32.126730Z
PMG02503,3,41.61,08:10:32.844,"32.8945,-96.57679",2025-10-27T08:10:32.844629Z
PMG02503,2,36.78,08:10:33.561,"32.8945,-96.57679",2025-10-27T08:10:33.562695Z
PMG06730,2,43.25,08:10:34.300,"32.8945,-96.57679",2025-10-27T08:10:34.301003Z
PMG06730,2,35.48,08:10:35.016,"32.8945,-96.57679",2025-10-27T08:10:35.017551Z
PMG06730,4,40.13,08:10:35.761,"32.8945,-96.57679",2025-10-27T08:10:35.762896Z
PMG00335,3,41.43,08:10:36.513,"32.8945,-96.57679",2025-10-27T08:10:36.513869Z
PMG00335,3,42.04,08:10:37.228,"32.8945,-96.57679",2025-10-27T08:10:37.229639Z
PMG00335,1,49.99,08:10:37.933,"32.8945,-96.57679",2025-10-27T08:10:37.934887Z
PMG00335,3,38.2,08:10:38.668,"32.8945,-96.57679",2025-10-27T08:10:38.669822Z
PMG00335,3,45.09,08:10:39.415,"32.8945,-96.57679",2025-10-27T08:10:39.417179Z
PMG08693,5,33.56,08:10:40.124,"32.8945,-96.57679",2025-10-27T08:10:40.126077Z
PMG08693,4,42.84,08:10:40.852,"32.8945,-96.57679",2025-10-27T08:10:40.853306Z
PMG08693,4,39.84,08:10:41.569,"32.8945,-96.57679",2025-10-27T08:10:41.570067Z
PMG03701,5,41.26,08:10:42.322,"32.8945,-96.57679",2025-10-27T08:10:42.324186Z
PMG03701,5,42.3,08:10:43.045,"32.8945,-96.57679",2025-10-27T08:10:43.046222Z
PMG03701,1,45.52,08:10:43.765,"32.8945,-96.57679",2025-10-27T08:10:43.766196Z
PMG03701,1,39.69,08:10:44.484,"32.8945,-96.57679",2025-10-27T08:10:44.485433Z
PMG09255,3,47.05,08:10:45.236,"32.8945,-96.57679",2025-10-27T08:10:45.237168Z
PMG09255,5,55.9,08:10:45.956,"32.8945,-96.57679",2025-10-27T08:10:45.958066Z
PMG09255,3,41.53,08:10:46.669,"32.8945,-96.57679",2025-10-27T08:10:46.670824Z
PMG03123,4,42.81,08:10:47.386,"32.8945,-96.57679",2025-10-27T08:10:47.387818Z
PMG03123,5,43.66,08:10:48.122,"32.8945,-96.57679",2025-10-27T08:10:48.123929Z
PMG04603,4,37.23,08:10:48.827,"32.8945,-96.57679",2025-10-27T08:10:48.828837Z
PMG04603,1,48.83,08:10:49.546,"32.8945,-96.57679",2025-10-27T08:10:49.547775Z
PMG04603,5,44.13,08:10:50.259,"32.8945,-96.57679",2025-10-27T08:10:50.260440Z
PMG04603,2,38.2,08:10:50.978,"32.8945,-96.57679",2025-10-27T08:10:50.979653Z
PMG06284,2,35.67,08:10:51.713,"32.8945,-96.57679",2025-10-27T08:10:51.714722Z
PMG06284,2,46.02,08:10:52.459,"32.8945,-96.57679",2025-10-27T08:10:52.460382Z
PMG06284,4,45.92,08:10:53.176,"32.8945,-96.57679",2025-10-27T08:10:53.177662Z
PMG06284,2,40.6,08:10:53.889,"32.8945,-96.57679",2025-10-27T08:10:53.890302Z
PMG06773,2,41.0,08:10:54.605,"32.8945,-96.57679",2025-10-27T08:10:54.606934Z
PMG06773,1,43.8,08:10:55.341,"32.8945,-96.57679",2025-10-27T08:10:55.342175Z
PMG03728,1,36.59,08:10:56.042,"32.8945,-96.57679",2025-10-27T08:10:56.043192Z
PMG03728,2,35.72,08:10:56.767,"32.8945,-96.57679",2025-10-27T08:10:56.768081Z
PMG03728,1,35.2,08:10:57.484,"32.8945,-96.57679",2025-10-27T08:10:57.485373Z
PMG06790,4,38.24,08:10:58.202,"32.8945,-96.57679",2025-10-27T08:10:58.203613Z
PMG06790,4,45.78,08:10:58.945,"32.8945,-96.57679",2025-10-27T08:10:58.946339Z
PMG06790,1,39.85,08:10:59.663,"32.8945,-96.57679",2025-10-27T08:10:59.664105Z
PMG06790,4,37.95,08:11:00.396,"32.8945,-96.57679",2025-10-27T08:11:00.396812Z
PMG02495,4,46.03,08:11:01.143,"32.8945,-96.57679",2025-10-27T08:11:01.145235Z
PMG02495,1,41.62,08:11:01.871,"32.8945,-96.57679",2025-10-27T08:11:01.872193Z
PMG02495,2,42.87,08:11:02.578,"32.8945,-96.57679",2025-10-27T08:11:02.579448Z
PMG02495,5,40.52,08:11:03.309,"32.8945,-96.57679",2025-10-27T08:11:03.311222Z
PMG02495,2,37.09,08:11:04.045,"32.8945,-96.57679",2025-10-27T08:11:04.046174Z
PMG05408,2,38.65,08:11:04.759,"32.8945,-96.57679",2025-10-27T08:11:04.760585Z
PMG05408,2,40.28,08:11:05.511,"32.8945,-96.57679",2025-10-27T08:11:05.512340Z
PMG08332,4,42.51,08:11:06.226,"32.8945,-96.57679",2025-10-27T08:11:06.227279Z
PMG08332,3,37.76,08:11:06.944,"32.8945,-96.57679",2025-10-27T08:11:06.945837Z
PMG08332,4,54.0,08:11:07.662,"32.8945,-96.57679",2025-10-27T08:11:07.663708Z
PMG07790,3,33.05,08:11:08.379,"32.8945,-96.57679",2025-10-27T08:11:08.379604Z
PMG07790,5,35.95,08:11:09.108,"32.8945,-96.57679",2025-10-27T08:11:09.108874Z
PMG07790,4,42.02,08:11:09.825,"32.8945,-96.57679",2025-10-27T08:11:09.826438Z
PMG07790,1,40.98,08:11:10.549,"32.8945,-96.57679",2025-10-27T08:11:10.550910Z
PMG07790,5,47.08,08:11:11.279,"32.8945,-96.57679",2025-10-27T08:11:11.279922Z
PMG03915,2,40.44,08:11:12.001,"32.8945,-96.57679",2025-10-27T08:11:12.002709Z
PMG03915,1,42.32,08:11:12.756,"32.8945,-96.57679",2025-10-27T08:11:12.757037Z
PMG03915,3,42.83,08:11:13.494,"32.8945,-96.57679",2025-10-27T08:11:13.495582Z
PMG00692,2,38.69,08:11:14.225,"32.8945,-96.57679",2025-10-27T08:11:14.225779Z
PMG00692,2,43.4,08:11:52.669,"32.8945,-96.57679",2025-10-27T08:11:52.670671Z
PMG00692,5,35.75,08:11:53.708,"32.8945,-96.57679",2025-10-27T08:11:53.709191Z
PMG00692,4,42.73,08:11:54.619,"32.8945,-96.57679",2025-10-27T08:11:54.620436Z
PMG03162,4,31.67,08:11:55.517,"32.8945,-96.57679",2025-10-27T08:11:55.519456Z
PMG03162,1,56.18,08:11:56.231,"32.8945,-96.57679",2025-10-27T08:11:56.232376Z
PMG03162,3,40.46,08:11:56.949,"32.8945,-96.57679",2025-10-27T08:11:56.949488Z
PMG03162,1,39.54,08:11:57.653,"32.8945,-96.57679",2025-10-27T08:11:57.654314Z
PMG03162,3,28.22,08:11:58.370,"32.8945,-96.57679",2025-10-27T08:11:58.371396Z
PMG08667,4,31.84,08:11:59.128,"32.8945,-96.57679",2025-10-27T08:11:59.129467Z
PMG08667,3,37.05,08:11:59.869,"32.8945,-96.57679",2025-10-27T08:11:59.870539Z
PMG08667,2,48.58,08:12:00.584,"32.8945,-96.57679",2025-10-27T08:12:00.585654Z
PMG08667,5,39.09,08:12:01.300,"32.8945,-96.57679",2025-10-27T08:12:01.301087Z
PMG08667,4,40.03,08:12:02.010,"32.8945,-96.57679",2025-10-27T08:12:02.012079Z
PMG06617,5,36.49,08:12:02.749,"32.8945,-96.57679",2025-10-27T08:12:02.750703Z
PMG06617,4,41.33,08:12:03.464,"32.8945,-96.57679",2025-10-27T08:12:03.464881Z
PMG06617,1,45.26,08:12:04.176,"32.8945,-96.57679",2025-10-27T08:12:04.177980Z
PMG06617,5,43.95,08:12:04.881,"32.8945,-96.57679",2025-10-27T08:12:04.881894Z
PMG06578,5,40.31,08:12:05.592,"32.8945,-96.57679",2025-10-27T08:12:05.593293Z
PMG06578,3,39.79,08:12:06.314,"32.8945,-96.57679",2025-10-27T08:12:06.315808Z
PMG01239,4,39.42,08:12:07.035,"32.8945,-96.57679",2025-10-27T08:12:07.036737Z
PMG01239,3,40.51,08:12:07.742,"32.8945,-96.57679",2025-10-27T08:12:07.745356Z
PMG01239,1,39.97,08:12:08.443,"32.8945,-96.57679",2025-10-27T08:12:08.443884Z
PMG07680,2,35.75,08:12:09.199,"32.8945,-96.57679",2025-10-27T08:12:09.200599Z
PMG07680,1,46.66,08:12:09.923,"32.8945,-96.57679",2025-10-27T08:12:09.924209Z
PMG07680,4,35.62,08:12:10.652,"32.8945,-96.57679",2025-10-27T08:12:10.653323Z
PMG07680,1,42.02,08:12:11.395,"32.8945,-96.57679",2025-10-27T08:12:11.397078Z
PMG04498,4,37.48,08:12:12.151,"32.8945,-96.57679",2025-10-27T08:12:12.152807Z
PMG04498,2,37.4,08:12:14.426,"32.8945,-96.57679",2025-10-27T08:12:14.427411Z
PMG04498,2,37.63,08:12:16.841,"32.8945,-96.57679",2025-10-27T08:12:16.842415Z
PMG03140,1,41.14,08:12:18.654,"32.8945,-96.57679",2025-10-27T08:12:18.655134Z
PMG03140,1,34.55,08:12:19.359,"32.8945,-96.57679",2025-10-27T08:12:19.361081Z
PMG03140,2,40.23,08:12:20.076,"32.8945,-96.57679",2025-10-27T08:12:20.076801Z
PMG03140,4,43.77,08:12:20.823,"32.8945,-96.57679",2025-10-27T08:12:20.825022Z
PMG03140,3,45.03,08:12:21.534,"32.8945,-96.57679",2025-10-27T08:12:21.534977Z
PMG05430,1,33.97,08:12:22.251,"32.8945,-96.57679",2025-10-27T08:12:22.251984Z
PMG05430,3,35.13,08:12:22.950,"32.8945,-96.57679",2025-10-27T08:12:22.951734Z
PMG05430,1,48.34,08:12:23.693,"32.8945,-96.57679",2025-10-27T08:12:23.694629Z
PMG08457,3,39.15,08:12:24.439,"32.8945,-96.57679",2025-10-27T08:12:24.440547Z
PMG08457,4,35.82,08:12:25.154,"32.8945,-96.57679",2025-10-27T08:12:25.155244Z
PMG08457,5,46.64,08:12:25.903,"32.8945,-96.57679",2025-10-27T08:12:25.905000Z
PMG05804,1,41.86,08:12:26.616,"32.8945,-96.57679",2025-10-27T08:12:26.617199Z
PMG05804,5,40.32,08:12:27.343,"32.8945,-96.57679",2025-10-27T08:12:27.343516Z
PMG05804,2,45.91,08:12:28.050,"32.8945,-96.57679",2025-10-27T08:12:28.051364Z
PMG05804,2,46.74,08:12:28.771,"32.8945,-96.57679",2025-10-27T08:12:28.771512Z
PMG05804,5,38.85,08:12:29.489,"32.8945,-96.57679",2025-10-27T08:12:29.489812Z
PMG00097,1,42.29,08:12:30.211,"32.8945,-96.57679",2025-10-27T08:12:30.212599Z
PMG00097,5,33.81,08:12:30.935,"32.8945,-96.57679",2025-10-27T08:12:30.936593Z
PMG00097,5,44.85,08:12:31.651,"32.8945,-96.57679",2025-10-27T08:12:31.652012Z
PMG00097,1,31.87,08:12:32.372,"32.8945,-96.57679",2025-10-27T08:12:32.372878Z
PMG06612,4,36.51,08:12:33.083,"32.8945,-96.57679",2025-10-27T08:12:33.084969Z
PMG06612,2,41.59,08:12:33.809,"32.8945,-96.57679",2025-10-27T08:12:33.810750Z
PMG04420,2,47.96,08:12:34.527,"32.8945,-96.57679",2025-10-27T08:12:34.529134Z
PMG04420,5,43.65,08:12:35.231,"32.8945,-96.57679",2025-10-27T08:12:35.231823Z
PMG04420,2,44.11,08:12:36.002,"32.8945,-96.57679",2025-10-27T08:12:36.002884Z
PMG04420,4,35.63,08:12:36.743,"32.8945,-96.57679",2025-10-27T08:12:36.744470Z
PMG01034,2,35.99,08:12:37.465,"32.8945,-96.57679",2025-10-27T08:12:37.466584Z
PMG01034,4,39.51,08:12:38.177,"32.8945,-96.57679",2025-10-27T08:12:38.179008Z
